"","sitename","sector","X","site_transect","transect_no","CORAL","OI","MA_noHALI","BCA","CCA","SAND","FCA","RUB","TURF","HALI"
"50","Amouli","SE",54,"Amouli_6",6,35.3846153846154,3.07692307692308,0,0.769230769230769,39.2307692307692,0,19.2307692307692,0,2.30769230769231,0
"51","Amouli","SE",51,"Amouli_3",3,13.0769230769231,2.30769230769231,1.53846153846154,0,49.2307692307692,0,31.5384615384615,0,2.30769230769231,0
"52","Amouli","SE",50,"Amouli_2",2,21.5384615384615,3.07692307692308,0.769230769230769,0,40,0,31.5384615384615,0,3.07692307692308,0
"53","Amouli","SE",53,"Amouli_5",5,27.2,1.6,0,0,50.4,0,17.6,0,3.2,0
"54","Amouli","SE",49,"Amouli_1",1,30.7692307692308,3.07692307692308,0,0.769230769230769,42.3076923076923,0,20.7692307692308,0,2.30769230769231,0
"55","Aoa","NE",55,"Aoa_1",1,41.5384615384615,0,4.61538461538461,2.30769230769231,8.46153846153846,1.53846153846154,15.3846153846154,0,25.3846153846154,0
"56","Aoa","NE",58,"Aoa_4",4,50.7692307692308,1.53846153846154,0,10.7692307692308,10,0.769230769230769,15.3846153846154,0,9.23076923076923,1.53846153846154
"57","Aoa","NE",56,"Aoa_2",2,37.6923076923077,0,2.30769230769231,13.0769230769231,4.61538461538461,0.769230769230769,23.8461538461538,0,16.9230769230769,0.769230769230769
"58","Aoa","NE",57,"Aoa_3",3,59.2307692307692,0,0,18.4615384615385,3.84615384615385,0,15.3846153846154,0,2.30769230769231,0.769230769230769
"59","Aoa","NE",60,"Aoa_6",6,60.7692307692308,1.53846153846154,0.769230769230769,7.69230769230769,16.1538461538462,0,10.7692307692308,0,2.30769230769231,0
"60","Aoa","NE",59,"Aoa_5",5,43.8461538461538,0,0,24.6153846153846,8.46153846153846,0,18.4615384615385,0,4.61538461538461,0
"61","Fagaalu","SE",66,"Fagaalu_6",6,7.69230769230769,1.53846153846154,0,0,26.1538461538462,0,63.0769230769231,0,1.53846153846154,0
"62","Fagaalu","SE",62,"Fagaalu_2",2,13.8461538461538,0,0,0,40.7692307692308,0,43.0769230769231,0,2.30769230769231,0
"63","Fagaalu","SE",65,"Fagaalu_5",5,12.3076923076923,0,0,0,39.2307692307692,0,46.9230769230769,0,1.53846153846154,0
"64","Fagaalu","SE",64,"Fagaalu_4",4,11.5384615384615,9.23076923076923,0,0,25.3846153846154,0,48.4615384615385,0,5.38461538461539,0
"65","Fagaalu","SE",61,"Fagaalu_1",1,0.769230769230769,0,0,0,32.3076923076923,0,62.3076923076923,0,3.07692307692308,1.53846153846154
"66","Fagaalu","SE",63,"Fagaalu_3",3,11.5384615384615,0,0,0,31.5384615384615,0,54.6153846153846,0,2.30769230769231,0
"67","Fagaitua","SE",71,"Fagaitua_5",5,42.3076923076923,0.769230769230769,0.769230769230769,3.84615384615385,35.3846153846154,0,10,0,6.15384615384615,0.769230769230769
"68","Fagaitua","SE",68,"Fagaitua_2",2,40.7692307692308,2.30769230769231,2.30769230769231,2.30769230769231,18.4615384615385,0,24.6153846153846,0.769230769230769,6.92307692307692,1.53846153846154
"69","Fagaitua","SE",69,"Fagaitua_3",3,40.7692307692308,0,0,6.92307692307692,27.6923076923077,0,14.6153846153846,0,8.46153846153846,1.53846153846154
"70","Fagaitua","SE",70,"Fagaitua_4",4,41.5384615384615,3.07692307692308,1.53846153846154,5.38461538461539,32.3076923076923,0,13.0769230769231,0,2.30769230769231,0.769230769230769
"71","Fagaitua","SE",67,"Fagaitua_1",1,44.6153846153846,0.769230769230769,0,1.53846153846154,33.8461538461538,0,14.6153846153846,0,4.61538461538461,0
"72","Fagaitua","SE",72,"Fagaitua_6",6,38.4615384615385,0.769230769230769,0,5.38461538461539,32.3076923076923,0,16.9230769230769,0,3.84615384615385,2.30769230769231
"73","Fagamalo","NW",78,"Fagamalo_6",6,14.6153846153846,0,0.769230769230769,0.769230769230769,34.6153846153846,0,29.2307692307692,0,19.2307692307692,0.769230769230769
"74","Fagamalo","NW",76,"Fagamalo_4",4,16.9230769230769,0,0,0,42.3076923076923,0,23.0769230769231,0,17.6923076923077,0
"75","Fagamalo","NW",73,"Fagamalo_1",1,30,0,0,1.53846153846154,25.3846153846154,0,24.6153846153846,0,16.9230769230769,1.53846153846154
"76","Fagamalo","NW",74,"Fagamalo_2",2,25.3846153846154,0,0,0.769230769230769,26.9230769230769,0,23.0769230769231,0,20.7692307692308,3.07692307692308
"77","Fagamalo","NW",75,"Fagamalo_3",3,31.5384615384615,0,0,4.61538461538461,23.8461538461538,0.769230769230769,16.1538461538462,0,20,3.07692307692308
"78","Fagamalo","NW",77,"Fagamalo_5",5,10.7692307692308,0,0,0,41.5384615384615,0,27.6923076923077,0,12.3076923076923,0
"79","Fagasa2","NW",79,"Fagasa2_1",1,26.9230769230769,0,0,8.46153846153846,10.7692307692308,0,13.8461538461538,0,32.3076923076923,7.69230769230769
"80","Fagasa2","NW",83,"Fagasa2_5",5,13.8461538461538,0,8.46153846153846,1.53846153846154,35.3846153846154,0,20.7692307692308,0,18.4615384615385,1.53846153846154
"81","Fagasa2","NW",80,"Fagasa2_2",2,30.7692307692308,0,0,21.5384615384615,9.23076923076923,1.53846153846154,7.69230769230769,0,23.8461538461538,5.38461538461539
"82","Fagasa2","NW",81,"Fagasa2_3",3,21.5384615384615,0,7.69230769230769,3.07692307692308,13.8461538461538,0,20.7692307692308,0,30.7692307692308,2.30769230769231
"83","Fagasa2","NW",82,"Fagasa2_4",4,26.1538461538462,3.07692307692308,0.769230769230769,4.61538461538461,13.8461538461538,0,18.4615384615385,0,26.1538461538462,6.92307692307692
"84","Fagasa2","NW",84,"Fagasa2_6",6,10,0.769230769230769,0,2.30769230769231,42.3076923076923,0,15.3846153846154,0,21.5384615384615,7.69230769230769
"85","Fagatele","SW",88,"Fagatele_4",4,36.1538461538462,3.84615384615385,0.769230769230769,0.769230769230769,30,0,23.8461538461538,0,2.30769230769231,2.30769230769231
"86","Fagatele","SW",87,"Fagatele_3",3,50,0.769230769230769,0.769230769230769,0,20,0,22.3076923076923,0,4.61538461538461,1.53846153846154
"87","Fagatele","SW",85,"Fagatele_1",1,40.7692307692308,4.61538461538461,3.07692307692308,0.769230769230769,17.6923076923077,0,19.2307692307692,0.769230769230769,6.92307692307692,6.15384615384615
"88","Fagatele","SW",89,"Fagatele_5",5,39.2307692307692,3.07692307692308,3.07692307692308,1.53846153846154,31.5384615384615,0,13.0769230769231,0,5.38461538461539,3.07692307692308
"89","Fagatele","SW",86,"Fagatele_2",2,46.9230769230769,0.769230769230769,1.53846153846154,0,24.6153846153846,0,13.0769230769231,0,9.23076923076923,3.84615384615385
"90","Fagatele","SW",90,"Fagatele_6",6,32.3076923076923,2.30769230769231,6.92307692307692,0.769230769230769,35.3846153846154,0,20.7692307692308,0,1.53846153846154,0
"91","Laulii","SE",92,"Laulii_2",2,17.6,4,0.8,2.4,36,0,34.4,0.8,4,0
"92","Laulii","SE",93,"Laulii_3",3,25.3846153846154,6.92307692307692,1.53846153846154,0,38.4615384615385,0,25.3846153846154,0,2.30769230769231,0
"93","Laulii","SE",94,"Laulii_4",4,34.6153846153846,2.30769230769231,0,3.07692307692308,40,1.53846153846154,12.3076923076923,0,6.15384615384615,0
"94","Laulii","SE",96,"Laulii_6",6,22.3076923076923,25.3846153846154,0.769230769230769,7.69230769230769,24.6153846153846,0,12.3076923076923,0.769230769230769,6.15384615384615,0
"95","Laulii","SE",91,"Laulii_1",1,16.9230769230769,0,3.07692307692308,6.15384615384615,23.8461538461538,0,46.9230769230769,0,3.07692307692308,0
"96","Laulii","SE",95,"Laulii_5",5,17.6923076923077,10.7692307692308,1.53846153846154,5.38461538461539,33.8461538461538,0,25.3846153846154,0,3.84615384615385,1.53846153846154
"97","Leone2","SW",98,"Leone2_2",2,44.6153846153846,1.53846153846154,13.0769230769231,0.769230769230769,22.3076923076923,0,11.5384615384615,0,6.15384615384615,0
"98","Leone2","SW",100,"Leone2_4",4,48.4615384615385,0,6.15384615384615,0,24.6153846153846,0,13.0769230769231,0,5.38461538461539,2.30769230769231
"99","Leone2","SW",101,"Leone2_5",5,42.3076923076923,2.30769230769231,3.84615384615385,0,20,0,14.6153846153846,0,16.9230769230769,0
"100","Leone2","SW",102,"Leone2_6",6,38.4615384615385,1.53846153846154,14.6153846153846,0,31.5384615384615,0,12.3076923076923,0,1.53846153846154,0
"101","Leone2","SW",99,"Leone2_3",3,48.4615384615385,0.769230769230769,12.3076923076923,0,26.1538461538462,0,9.23076923076923,0,3.07692307692308,0
"102","Leone2","SW",97,"Leone2_1",1,50.7692307692308,2.30769230769231,3.84615384615385,0,28.4615384615385,0,13.0769230769231,0,1.53846153846154,0
"103","Maloata","NW",108,"Maloata_6",6,68.4615384615385,0,0,0,18.4615384615385,0,12.3076923076923,0,0.769230769230769,0
"104","Maloata","NW",107,"Maloata_5",5,62.3076923076923,0,0,0,26.1538461538462,0,10.7692307692308,0,0.769230769230769,0
"105","Maloata","NW",103,"Maloata_1",1,56.1538461538462,0,0,6.15384615384615,18.4615384615385,0,16.1538461538462,0,3.07692307692308,0
"106","Maloata","NW",105,"Maloata_3",3,55.3846153846154,0,0,2.30769230769231,20,0,20.7692307692308,0,1.53846153846154,0
"107","Maloata","NW",106,"Maloata_4",4,60.7692307692308,0,0,0,16.1538461538462,0,22.3076923076923,0,0.769230769230769,0
"108","Maloata","NW",104,"Maloata_2",2,45.3846153846154,0,0,0.769230769230769,23.8461538461538,0,29.2307692307692,0,0,0.769230769230769
"109","Masausi","NE",110,"Masausi_2",2,46.1538461538462,0,0,2.30769230769231,16.1538461538462,0,29.2307692307692,0,3.07692307692308,3.07692307692308
"110","Masausi","NE",109,"Masausi_1",1,48.4615384615385,1.53846153846154,0,0.769230769230769,13.8461538461538,0,20.7692307692308,0,13.8461538461538,0.769230769230769
"111","Masausi","NE",112,"Masausi_4",4,38.4615384615385,0,0,2.30769230769231,19.2307692307692,0,32.3076923076923,0,5.38461538461539,1.53846153846154
"112","Masausi","NE",114,"Masausi_6",6,48.4615384615385,0,0,3.84615384615385,10.7692307692308,0,29.2307692307692,0,3.84615384615385,3.84615384615385
"113","Masausi","NE",113,"Masausi_5",5,36.9230769230769,0,0,1.53846153846154,16.1538461538462,0,39.2307692307692,0,2.30769230769231,3.84615384615385
"114","Masausi","NE",111,"Masausi_3",3,50,0,0,1.53846153846154,13.0769230769231,0,32.3076923076923,0,3.07692307692308,0
"115","Masefau","NE",120,"Masefau_6",6,0.769230769230769,0,0,20,0,30,11.5384615384615,15.3846153846154,15.3846153846154,6.92307692307692
"116","Masefau","NE",116,"Masefau_2",2,6.92307692307692,0.769230769230769,1.53846153846154,14.6153846153846,1.53846153846154,13.0769230769231,8.46153846153846,8.46153846153846,35.3846153846154,9.23076923076923
"117","Masefau","NE",117,"Masefau_3",3,0.769230769230769,0,0,10.7692307692308,6.15384615384615,8.46153846153846,11.5384615384615,25.3846153846154,20,16.9230769230769
"118","Masefau","NE",118,"Masefau_4",4,4.8,0,0,8,0,24.8,4,7.2,41.6,9.6
"119","Masefau","NE",115,"Masefau_1",1,8.46153846153846,0,0,16.1538461538462,0.769230769230769,9.23076923076923,11.5384615384615,6.15384615384615,27.6923076923077,20
"120","Masefau","NE",119,"Masefau_5",5,4.61538461538461,0,0,16.9230769230769,0,14.6153846153846,3.07692307692308,13.8461538461538,36.9230769230769,10
"121","Matuu","SE",126,"Matuu_6",6,21.5384615384615,7.69230769230769,3.07692307692308,0.769230769230769,40,0,23.8461538461538,0,2.30769230769231,0.769230769230769
"122","Matuu","SE",123,"Matuu_3",3,15.3846153846154,0.769230769230769,6.15384615384615,0,40,2.30769230769231,18.4615384615385,12.3076923076923,4.61538461538461,0
"123","Matuu","SE",122,"Matuu_2",2,27.6923076923077,2.30769230769231,3.84615384615385,1.53846153846154,30.7692307692308,0,24.6153846153846,2.30769230769231,5.38461538461539,1.53846153846154
"124","Matuu","SE",125,"Matuu_5",5,16.9230769230769,1.53846153846154,1.53846153846154,0,36.1538461538462,0,40,0,1.53846153846154,2.30769230769231
"125","Matuu","SE",121,"Matuu_1",1,26.1538461538462,1.53846153846154,1.53846153846154,6.15384615384615,32.3076923076923,0.769230769230769,29.2307692307692,0,2.30769230769231,0
"126","Matuu","SE",124,"Matuu_4",4,21.5384615384615,2.30769230769231,4.61538461538461,3.07692307692308,17.6923076923077,0,33.0769230769231,3.07692307692308,13.8461538461538,0.769230769230769
"127","Nua","SW",131,"Nua_5",5,20.7692307692308,0,12.3076923076923,0,30.7692307692308,0,13.8461538461538,0,20,2.30769230769231
"128","Nua","SW",132,"Nua_6",6,32.3076923076923,0.769230769230769,18.4615384615385,2.30769230769231,14.6153846153846,0,16.1538461538462,1.53846153846154,10,3.84615384615385
"129","Nua","SW",130,"Nua_4",4,20.7692307692308,1.53846153846154,22.3076923076923,0,18.4615384615385,0,25.3846153846154,0,6.15384615384615,5.38461538461539
"130","Nua","SW",129,"Nua_3",3,31.5384615384615,1.53846153846154,21.5384615384615,0,6.92307692307692,1.53846153846154,17.6923076923077,0,19.2307692307692,0
"131","Nua","SW",128,"Nua_2",2,27.6923076923077,0.769230769230769,23.0769230769231,0,6.15384615384615,0,18.4615384615385,0,23.0769230769231,0
"132","Nua","SW",127,"Nua_1",1,22.3076923076923,0.769230769230769,33.8461538461538,0,17.6923076923077,0,14.6153846153846,0,10.7692307692308,0
"133","Nuuuli","SW",134,"Nuuuli_2",2,5.38461538461539,1.53846153846154,21.5384615384615,0,38.4615384615385,0,29.2307692307692,0,3.84615384615385,0
"134","Nuuuli","SW",135,"Nuuuli_3",3,4.61538461538461,0.769230769230769,21.5384615384615,0,38.4615384615385,0,32.3076923076923,0,2.30769230769231,0
"135","Nuuuli","SW",133,"Nuuuli_1",1,13.8461538461538,4.61538461538461,13.0769230769231,0,44.6153846153846,0,20.7692307692308,0,3.07692307692308,0
"136","Nuuuli","SW",138,"Nuuuli_6",6,3.84615384615385,22.3076923076923,22.3076923076923,0,24.6153846153846,0,23.8461538461538,0,3.07692307692308,0
"137","Nuuuli","SW",136,"Nuuuli_4",4,12.3076923076923,1.53846153846154,25.3846153846154,0,32.3076923076923,0,26.1538461538462,0,2.30769230769231,0
"138","Nuuuli","SW",137,"Nuuuli_5",5,6.92307692307692,0,20,0,38.4615384615385,0,32.3076923076923,0,2.30769230769231,0
"139","Oa","NE",139,"Oa_1",1,58.4615384615385,2.30769230769231,0.769230769230769,0,13.0769230769231,2.30769230769231,9.23076923076923,0,13.8461538461538,0
"140","Oa","NE",140,"Oa_2",2,60,0,0.769230769230769,0,16.9230769230769,0,6.15384615384615,1.53846153846154,13.8461538461538,0.769230769230769
"141","Oa","NE",141,"Oa_3",3,58.4615384615385,6.15384615384615,0.769230769230769,0,19.2307692307692,0,3.84615384615385,0,11.5384615384615,0
"142","Oa","NE",142,"Oa_4",4,57.6923076923077,0,0,3.84615384615385,13.0769230769231,0,13.0769230769231,0,12.3076923076923,0
"143","Oa","NE",143,"Oa_5",5,56,0.8,0.8,0,15.2,0,9.6,0,17.6,0
"144","Oa","NE",144,"Oa_6",6,69.2307692307692,0,0.769230769230769,0,10.7692307692308,0,6.15384615384615,0,13.0769230769231,0
"145","Poloa","NW",145,"Poloa_1",1,52.3076923076923,0,0,0,30,0,11.5384615384615,0,6.15384615384615,0
"146","Poloa","NW",146,"Poloa_2",2,39.2307692307692,0,0.769230769230769,0,40,0,16.1538461538462,0,3.84615384615385,0
"147","Poloa","NW",148,"Poloa_4",4,44.6153846153846,0,0,0,32.3076923076923,0,20,0,3.07692307692308,0
"148","Poloa","NW",149,"Poloa_5",5,50,0,0,0,28.4615384615385,0,16.9230769230769,0,4.61538461538461,0
"149","Poloa","NW",150,"Poloa_6",6,35.3846153846154,0,0,0,40,0,16.9230769230769,0,7.69230769230769,0
"150","Poloa","NW",147,"Poloa_3",3,34.6153846153846,0,0,0,40.7692307692308,0,20,0,4.61538461538461,0
"151","Sita","NW",153,"Sita_3",3,37.6,0,3.2,0,28,0,17.6,0,12,1.6
"152","Sita","NW",151,"Sita_1",1,36.1538461538462,0.769230769230769,2.30769230769231,8.46153846153846,17.6923076923077,0,16.9230769230769,0,16.1538461538462,1.53846153846154
"153","Sita","NW",155,"Sita_5",5,25.3846153846154,1.53846153846154,0.769230769230769,0.769230769230769,31.5384615384615,0,20.7692307692308,0,10.7692307692308,8.46153846153846
"154","Sita","NW",154,"Sita_4",4,27.6923076923077,0.769230769230769,1.53846153846154,3.07692307692308,33.8461538461538,0,20,0,11.5384615384615,1.53846153846154
"155","Sita","NW",156,"Sita_6",6,23.0769230769231,0,0,3.84615384615385,29.2307692307692,0,22.3076923076923,0,18.4615384615385,3.07692307692308
"156","Sita","NW",152,"Sita_2",2,28.4615384615385,0,1.53846153846154,7.69230769230769,25.3846153846154,0,16.1538461538462,0,20.7692307692308,0
"157","Tafeu","NE",161,"Tafeu_5",5,39.2307692307692,16.1538461538462,0.769230769230769,0.769230769230769,3.84615384615385,0.769230769230769,16.1538461538462,0,22.3076923076923,0
"158","Tafeu","NE",162,"Tafeu_6",6,33.8461538461538,33.8461538461538,3.07692307692308,0,6.92307692307692,0,4.61538461538461,0,17.6923076923077,0
"159","Tafeu","NE",158,"Tafeu_2",2,38.4615384615385,4.61538461538461,0,3.07692307692308,11.5384615384615,0,16.9230769230769,0,25.3846153846154,0
"160","Tafeu","NE",160,"Tafeu_4",4,34.6153846153846,18.4615384615385,0.769230769230769,1.53846153846154,10.7692307692308,0.769230769230769,13.0769230769231,0,20,0
"161","Tafeu","NE",157,"Tafeu_1",1,57.6923076923077,0,0.769230769230769,0,11.5384615384615,0,6.92307692307692,0,23.0769230769231,0
"162","Tafeu","NE",159,"Tafeu_3",3,26.9230769230769,18.4615384615385,0.769230769230769,0,17.6923076923077,0,12.3076923076923,0,23.8461538461538,0
"163","Vatia","NE",163,"Vatia_1",1,11.5384615384615,0,2.30769230769231,13.8461538461538,2.30769230769231,1.53846153846154,10,1.53846153846154,45.3846153846154,11.5384615384615
"164","Vatia","NE",166,"Vatia_4",4,23.0769230769231,0,3.84615384615385,6.92307692307692,13.8461538461538,7.69230769230769,10,0.769230769230769,29.2307692307692,4.61538461538461
"165","Vatia","NE",164,"Vatia_2",2,10,0,3.07692307692308,9.23076923076923,6.92307692307692,12.3076923076923,13.0769230769231,6.15384615384615,34.6153846153846,4.61538461538461
"166","Vatia","NE",168,"Vatia_6",6,16.9230769230769,0,0,13.8461538461538,6.15384615384615,20,6.15384615384615,1.53846153846154,19.2307692307692,16.1538461538462
"167","Vatia","NE",165,"Vatia_3",3,10,0,0.769230769230769,18.4615384615385,5.38461538461539,7.69230769230769,7.69230769230769,20,22.3076923076923,7.69230769230769
"168","Vatia","NE",167,"Vatia_5",5,10,0,13.0769230769231,9.23076923076923,4.61538461538461,26.1538461538462,3.07692307692308,0,26.9230769230769,6.92307692307692
